code_x,country,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
austin_rivers,美国,Duke/United States,奥斯汀 里弗斯,Austin Rivers,712641600000,2012,5,奥斯汀,奥斯汀,Austin,1.93,25,里弗斯,Rivers,00,203085,后卫,College,90.7 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
andre_roberson,美国,Colorado/United States,安德烈 罗伯森,Andre Roberson,691822800000,2013,4,安德烈,安德烈,Andre,2.01,21,罗伯森,Roberson,00,203460,后卫,College,95.3 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
devin_robinson,美国,Florida/United States,德文 罗宾逊,Devin Robinson,794552400000,2017,0,德文,德文,Devin,2.03,7,罗宾逊,Robinson,00,1628421,前锋,College,90.7 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
glenn_robinson iii,美国,Michigan/United States,格伦 罗宾逊三世,Glenn Robinson III,758005200000,2014,3,格伦,格伦,Glenn,2.01,40,罗宾逊三世,Robinson III,00,203922,后卫-前锋,College,97.5 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
rajon_rondo,美国,Kentucky/United States,拉简 隆多,Rajon Rondo,509432400000,2006,11,拉简,拉简,Rajon,1.85,9,隆多,Rondo,00,200765,后卫,College,84.4 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
derrick_rose,美国,Memphis/United States,德里克 罗斯,Derrick Rose,591940800000,2008,8,德里克,德里克,Derrick,1.90,25,罗斯,Rose,00,201565,后卫,College,86.2 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
terrence_ross,美国,Washington/United States,特伦斯 罗斯,Terrence Ross,665730000000,2012,5,特伦斯,特伦斯,Terrence,2.01,31,罗斯,Ross,00,203082,后卫-前锋,College,93.4 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
terry_rozier,美国,Louisville/United States,特里 罗齐尔,Terry Rozier,763880400000,2015,2,特里,特里,Terry,1.88,12,罗齐尔,Rozier,00,1626179,后卫,College,86.2 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
ricky_rubio,西班牙,"El Masnou, Spain/Spain",里基 卢比奥,Ricky Rubio,656481600000,2009,6,里基,里基,Ricky,1.93,3,卢比奥,Rubio,00,201937,后卫,Country,86.2 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
d'angelo_russell,美国,Ohio State/United States,德安吉洛 拉塞尔,D 'Angelo Russell,825051600000,2015,2,德安吉洛,德安吉洛,D 'Angelo,1.96,1,拉塞尔,Russell,00,1626156,后卫,College,88.5 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
domantas_sabonis,立陶宛,Gonzaga/Lithuania,德曼塔斯 萨博尼斯,Domantas Sabonis,831096000000,2016,1,德曼塔斯,德曼塔斯,Domantas,2.08,11,萨博尼斯,Sabonis,00,1627734,中锋-前锋,College,114.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
jakarr_sampson,美国,St. John's (NY)/United States,贾卡尔  桑普森,JaKarr   Sampson,732603600000,2014,2,贾卡尔 ,贾卡尔 ,JaKarr  ,2.06,29,桑普森,Sampson,00,203960,前锋,College,93.9 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
dario_saric,克罗地亚,Croatia,达里奥 萨里奇,Dario Saric,765777600000,2014,1,达里奥,达里奥,Dario,2.08,9,萨里奇,Saric,00,203967,前锋,,101.2 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
tomas_satoransky,捷克共和国,Czech Republic,托马斯 萨托兰斯基,Tomas Satoransky,688798800000,2012,1,托马斯,托马斯,Tomas,2.01,31,萨托兰斯基,Satoransky,00,203107,后卫-前锋,,95.3 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
dennis_schroder,德国,Germany/Germany,丹尼 施罗德,Dennis Schroder,748065600000,2013,4,丹尼,丹尼,Dennis,1.85,17,施罗德,Schroder,00,203471,后卫,Country,78.0 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
mike_scott,美国,Virginia/United States,迈克 斯科特,Mike Scott,585028800000,2012,5,迈克,迈克,Mike,2.03,30,斯科特,Scott,00,203118,前锋,College,107.5 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
thabo_sefolosha,瑞士,"Vevey, Switzerland/Switzerland",萨波 塞弗罗萨,Thabo Sefolosha,452318400000,2006,11,萨波,萨波,Thabo,2.01,22,塞弗罗萨,Sefolosha,00,200757,前锋,Country,99.8 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
wayne_selden,美国,Kansas/United States,维恩 塞尔登,Wayne Selden,780897600000,2016,1,维恩,维恩,Wayne,1.96,7,塞尔登,Selden,00,1627782,后卫-前锋,College,104.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
ramon_sessions,美国,Nevada/United States,雷蒙 塞申斯,Ramon Sessions,513579600000,2007,10,雷蒙,雷蒙,Ramon,1.90,9,塞申斯,Sessions,00,201196,后卫,College,86.2 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
iman_shumpert,美国,Georgia Tech/United States,伊曼 香珀特,Iman Shumpert,646372800000,2011,6,伊曼,伊曼,Iman,1.96,9,香珀特,Shumpert,00,202697,后卫,College,99.8 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
iman_shumpert,美国,Georgia Tech/United States,伊曼 香珀特,Iman Shumpert,646372800000,2011,6,伊曼,伊曼,Iman,1.96,4,香珀特,Shumpert,00,202697,后卫,College,99.8 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
pascal_siakam,喀麦隆,New Mexico State/Cameroon,帕斯卡尔 西亚卡姆,Pascal Siakam,765262800000,2016,1,帕斯卡尔,帕斯卡尔,Pascal,2.06,43,西亚卡姆,Siakam,00,1627783,前锋,College,104.3 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
xavier_silas,美国,Northern Illinois/United States,席维尔 塞拉斯,Xavier Silas,569826000000,2011,1,席维尔,席维尔,Xavier,1.96,9,塞拉斯,Silas,00,202918,后卫,College,93.0 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
ben_simmons,澳洲,Louisiana State/Australia,本 西蒙斯,Ben Simmons,837835200000,2016,0,本,本,Ben,2.08,25,西蒙斯,Simmons,00,1627732,后卫-前锋,College,104.3 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
jonathon_simmons,美国,Houston/United States,乔纳森 西蒙斯,Jonathon Simmons,621748800000,2012,2,乔纳森,乔纳森,Jonathon,1.98,17,西蒙斯,Simmons,00,203613,前锋,College,88.5 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
kobi_simmons,美国,Arizona/United States,科比 西蒙斯,Kobi Simmons,867988800000,2017,0,科比,科比,Kobi,1.93,2,西蒙斯,Simmons,00,1628424,后卫,College,77.1 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
kyle_singler,美国,Duke/United States,凯尔 辛格勒,Kyle Singler,578721600000,2011,5,凯尔,凯尔,Kyle,2.03,15,辛格勒,Singler,00,202713,前锋,College,103.4 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
marcus_smart,美国,Oklahoma State/United States,马库斯 斯玛特,Marcus Smart,762930000000,2014,3,马库斯,马库斯,Marcus,1.93,36,斯玛特,Smart,00,203935,后卫,College,99.8 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
ish_smith,美国,Wake Forest/United States,伊斯 史密斯,Ish Smith,584078400000,2010,7,伊斯,伊斯,Ish,1.83,14,史密斯,Smith,00,202397,后卫,College,79.4 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
jr_smith,美国,St. Benedict's Prep (NJ)/United States,JR 史密斯,JR Smith,495086400000,2004,13,JR,JR,JR,1.98,5,史密斯,Smith,00,2747,后卫-前锋,High School,102.1 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
jason_smith,美国,Colorado State/United States,贾森 史密斯,Jason Smith,510123600000,2007,9,贾森,贾森,Jason,2.13,14,史密斯,Smith,00,201160,前锋-中锋,College,108.9 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
josh_smith,美国,Oak Hill Academy (VA)/United States,约什 史密斯,Josh Smith,502606800000,2004,12,约什,约什,Josh,2.06,5,史密斯,Smith,00,2746,前锋,High School,102.1 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
dennis_smith jr.,美国,North Carolina State/United States,丹尼 Smith Jr.,Dennis Smith Jr.,880434000000,2017,0,丹尼,丹尼,Dennis,1.90,1,Smith Jr.,Smith Jr.,00,1628372,后卫,College,88.5 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
tony_snell,美国,New Mexico/United States,托尼 斯内尔,Tony Snell,689749200000,2013,4,托尼,托尼,Tony,2.01,21,斯内尔,Snell,00,203503,后卫,College,100.2 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
marreese_speights,美国,Florida/United States,马利斯 斯贝茨,Marreese Speights,555048000000,2008,9,马利斯,马利斯,Marreese,2.08,5,斯贝茨,Speights,00,201578,前锋-中锋,College,115.7 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
nik_stauskas,加拿大,Michigan/Canada,尼克 斯陶斯卡斯,Nik Stauskas,749966400000,2014,3,尼克,尼克,Nik,1.98,2,斯陶斯卡斯,Stauskas,00,203917,后卫,College,93.0 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
lance_stephenson,美国,Cincinnati/United States,兰斯 史蒂芬森,Lance Stephenson,652507200000,2010,7,兰斯,兰斯,Lance,1.98,1,史蒂芬森,Stephenson,00,202362,后卫,College,104.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
david_stockton,美国,Gonzaga/United States,大卫 斯托克顿,David Stockton,677736000000,2014,1,大卫,大卫,David,1.80,5,斯托克顿,Stockton,00,204065,后卫,College,74.8 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
julyan_stone,美国,Texas-El Paso/United States,朱利安 斯通,Julyan Stone,597474000000,2011,3,朱利安,朱利安,Julyan,1.98,32,斯通,Stone,00,202933,后卫,College,90.7 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
edmond_sumner,美国,Xavier/United States,埃德蒙德 萨姆纳,Edmond Sumner,820386000000,2017,0,埃德蒙德,埃德蒙德,Edmond,1.96,5,萨姆纳,Sumner,00,1628410,后卫,College,85.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
caleb_swanigan,美国,Purdue/United States,凯莱布 斯瓦尼根,Caleb Swanigan,861336000000,2017,0,凯莱布,凯莱布,Caleb,2.03,50,斯瓦尼根,Swanigan,00,1628403,前锋-中锋,College,113.4 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
jayson_tatum,美国,Duke/United States,杰森 塔图姆,Jayson Tatum,888901200000,2017,0,杰森,杰森,Jayson,2.03,0,塔图姆,Tatum,00,1628369,前锋,College,93.0 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
isaiah_taylor,美国,Texas/United States,以赛亚 泰勒,Isaiah Taylor,773899200000,2016,1,以赛亚,以赛亚,Isaiah,1.90,22,泰勒,Taylor,00,1627819,后卫,College,77.1 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
jeff_teague,美国,Wake Forest/United States,杰夫 蒂格,Jeff Teague,581918400000,2009,8,杰夫,杰夫,Jeff,1.88,0,蒂格,Teague,00,201952,后卫,College,85.7 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
marquis_teague,美国,Kentucky/United States,马奎斯 蒂格,Marquis Teague,730875600000,2012,2,马奎斯,马奎斯,Marquis,1.88,20,蒂格,Teague,00,203104,后卫,College,85.7 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
garrett_temple,美国,Louisiana State/United States,加内特 坦普尔,Garrett Temple,515908800000,2009,7,加内特,加内特,Garrett,1.98,17,坦普尔,Temple,00,202066,前锋-后卫,College,88.5 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
milos_teodosic,塞尔维亚,Serbia,米洛斯 特奥多西奇,Milos Teodosic,543128400000,2009,0,米洛斯,米洛斯,Milos,1.96,4,特奥多西奇,Teodosic,00,1628462,后卫,,88.9 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
jason_terry,美国,Arizona/United States,贾森 特里,Jason Terry,243144000000,1999,18,贾森,贾森,Jason,1.88,3,特里,Terry,00,1891,后卫,College,83.9 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
daniel_theis,德国,Germany,丹尼尔 西艾斯,Daniel Theis,702363600000,2013,0,丹尼尔,丹尼尔,Daniel,2.06,27,西艾斯,Theis,00,1628464,前锋-中锋,,110.2 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
isaiah_thomas,美国,Washington/United States,以赛亚 托马斯,Isaiah Thomas,602830800000,2011,6,以赛亚,以赛亚,Isaiah,1.75,3,托马斯,Thomas,00,202738,后卫,College,83.9 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
lance_thomas,美国,Duke/United States,兰斯 托马斯,Lance Thomas,577857600000,2010,6,兰斯,兰斯,Lance,2.03,42,托马斯,Thomas,00,202498,前锋,College,106.6 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
klay_thompson,美国,Washington State/United States,克莱 汤普森,Klay Thompson,634453200000,2011,6,克莱,克莱,Klay,2.01,11,汤普森,Thompson,00,202691,后卫,College,97.5 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
tristan_thompson,加拿大,Texas/Canada,特里斯坦 汤普森,Tristan Thompson,668840400000,2011,6,特里斯坦,特里斯坦,Tristan,2.06,13,汤普森,Thompson,00,202684,中锋-前锋,College,108.0 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
sindarius_thornwell,美国,South Carolina/United States,辛达里厄斯 桑韦尔,Sindarius Thornwell,784875600000,2017,0,辛达里厄斯,辛达里厄斯,Sindarius,1.96,0,桑韦尔,Thornwell,00,1628414,后卫,College,97.5 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
anthony_tolliver,美国,Creighton/United States,安东尼 托利弗,Anthony Tolliver,486446400000,2007,9,安东尼,安东尼,Anthony,2.03,43,托利弗,Tolliver,00,201229,前锋,College,108.9 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
karl-anthony_towns,美国,Kentucky/United States,卡尔-安东尼 唐斯,Karl Anthony Towns,816411600000,2015,2,卡尔-安东尼,卡尔-安东尼,Karl Anthony,2.13,32,唐斯,Towns,00,1626157,中锋,College,112.5 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
pj_tucker,美国,Texas/United States,PJ 塔克,PJ Tucker,484113600000,2006,6,PJ,PJ,PJ,1.98,4,塔克,Tucker,00,200782,前锋,College,111.1 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
evan_turner,美国,Ohio State/United States,埃文 特纳,Evan Turner,593928000000,2010,7,埃文,埃文,Evan,2.01,1,特纳,Turner,00,202323,前锋-后卫,College,99.8 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
myles_turner,美国,Texas/United States,迈尔斯 特纳,Myles Turner,827643600000,2015,2,迈尔斯,迈尔斯,Myles,2.11,33,特纳,Turner,00,1626167,中锋,College,115.7 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
ekpe_udoh,美国,Baylor/United States,艾派 尤度,Ekpe Udoh,548481600000,2010,5,艾派,艾派,Ekpe,2.08,33,尤度,Udoh,00,202327,中锋-前锋,College,111.1 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
tyler_ulis,美国,Kentucky/United States,泰勒 尤利斯,Tyler Ulis,820818000000,2016,1,泰勒,泰勒,Tyler,1.78,8,尤利斯,Ulis,00,1627755,后卫,College,72.6 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
jonas_valanciunas,立陶宛,"Utena, Lithuania/Lithuania",乔纳斯 瓦兰西尤纳斯,Jonas Valanciunas,705124800000,2011,5,乔纳斯,乔纳斯,Jonas,2.13,17,瓦兰西尤纳斯,Valanciunas,00,202685,中锋,Country,115.7 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
denzel_valentine,美国,Michigan State/United States,丹泽尔 瓦伦丁,Denzel Valentine,753426000000,2016,1,丹泽尔,丹泽尔,Denzel,1.98,45,瓦伦丁,Valentine,00,1627756,前锋,College,97.1 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
fred_vanvleet,美国,Wichita State/United States,弗雷德 范弗里特,Fred VanVleet,762152400000,2016,1,弗雷德,弗雷德,Fred,1.83,23,范弗里特,VanVleet,00,1627832,后卫,College,88.5 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
rashad_vaughn,美国,UNLV/United States,拉沙德 沃恩,Rashad Vaughn,840168000000,2015,2,拉沙德,拉沙德,Rashad,1.98,20,沃恩,Vaughn,00,1626173,后卫,College,91.6 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
noah_vonleh,美国,Indiana/United States,诺阿 冯莱,Noah Vonleh,809236800000,2014,3,诺阿,诺阿,Noah,2.06,30,冯莱,Vonleh,00,203943,前锋,College,111.1 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
nikola_vucevic,黑山,Southern California/Montenegro,尼克拉 武切维奇,Nikola Vucevic,656740800000,2011,6,尼克拉,尼克拉,Nikola,2.13,9,武切维奇,Vucevic,00,202696,中锋,College,117.9 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
dwyane_wade,美国,Marquette/United States,德怀恩 韦德,Dwyane Wade,380091600000,2003,14,德怀恩,德怀恩,Dwyane,1.93,3,韦德,Wade,00,2548,后卫,College,99.8 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
dion_waiters,美国,Syracuse/United States,迪昂 维特斯,Dion Waiters,692341200000,2012,5,迪昂,迪昂,Dion,1.93,11,维特斯,Waiters,00,203079,后卫,College,97.5 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
kemba_walker,美国,Connecticut/United States,肯巴 沃克,Kemba Walker,642139200000,2011,6,肯巴,肯巴,Kemba,1.85,15,沃克,Walker,00,202689,后卫,College,83.5 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
john_wall,美国,Kentucky/United States,约翰 沃尔,John Wall,652593600000,2010,7,约翰,约翰,John,1.93,2,沃尔,Wall,00,202322,后卫,College,95.3 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
tyrone_wallace,美国,California/United States,泰隆 华莱士,Tyrone Wallace,771220800000,2016,0,泰隆,泰隆,Tyrone,1.96,12,华莱士,Wallace,00,1627820,后卫,College,89.8 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
derrick_walton jr.,美国,Michigan/United States,德里克 小沃顿,Derrick Walton Jr.,796881600000,2017,0,德里克,德里克,Derrick,1.85,14,小沃顿,Walton Jr.,00,1628476,后卫,College,83.9 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
jameel_warney,美国,Stony Brook/United States,贾米尔 沃尼,Jameel Warney,759992400000,2016,0,贾米尔,贾米尔,Jameel,2.03,32,沃尼,Warney,00,1627866,前锋,College,117.9 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
tj_warren,美国,North Carolina State/United States,TJ 沃伦,TJ Warren,747201600000,2014,3,TJ,TJ,TJ,2.03,12,沃伦,Warren,00,203933,前锋,College,97.5 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
travis_wear,美国,UCLA/United States,特拉维斯 威尔,Travis Wear,653889600000,2014,1,特拉维斯,特拉维斯,Travis,2.08,21,威尔,Wear,00,204037,前锋,College,102.1 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
james_webb iii,美国,Boise State/United States,詹姆斯 韦伯三世,James Webb III,745732800000,2016,0,詹姆斯,詹姆斯,James,2.06,0,韦伯三世,Webb III,00,1627821,前锋,College,91.6 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
briante_weber,美国,Virginia Commonwealth/United States,布里安特 韦伯,Briante Weber,725605200000,2015,2,布里安特,布里安特,Briante,1.88,3,韦伯,Weber,00,1627362,后卫,College,74.8 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
david_west,美国,Xavier/United States,大卫 韦斯特,David West,336369600000,2003,14,大卫,大卫,David,2.06,3,韦斯特,West,00,2561,前锋,College,113.4 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
russell_westbrook,美国,UCLA/United States,拉塞尔 威斯布鲁克,Russell Westbrook,595314000000,2008,9,拉塞尔,拉塞尔,Russell,1.90,0,威斯布鲁克,Westbrook,00,201566,后卫,College,90.7 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
derrick_white,美国,Colorado/United States,德里克 怀特,Derrick White,773121600000,2017,0,德里克,德里克,Derrick,1.93,4,怀特,White,00,1628401,后卫,College,86.2 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
okaro_white,美国,Florida State/United States,奥卡罗 怀特,Okaro  White,713678400000,2014,1,奥卡罗,奥卡罗,Okaro ,2.03,9,怀特,White,00,1627855,前锋,College,97.5 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
okaro_white,美国,Florida State/United States,奥卡罗 怀特,Okaro  White,713678400000,2014,1,奥卡罗,奥卡罗,Okaro ,2.03,15,怀特,White,00,1627855,前锋,College,97.5 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
andrew_white,美国,Syracuse/United States,安德鲁 White III,Andrew White III,740203200000,2017,0,安德鲁,安德鲁,Andrew,2.01,4,White III,White III,00,1628510,前锋,College,95.3 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
isaiah_whitehead,美国,Seton Hall/United States,以赛亚 怀特海德,Isaiah Whitehead,794638800000,2016,1,以赛亚,以赛亚,Isaiah,1.93,15,怀特海德,Whitehead,00,1627785,后卫,College,96.6 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
hassan_whiteside,美国,Marshall/United States,哈桑 怀特塞德,Hassan Whiteside,613713600000,2010,5,哈桑,哈桑,Hassan,2.13,21,怀特塞德,Whiteside,00,202355,中锋,College,120.2 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
